Head,Relation,Tail,Head_Name,Tail_Name
C0006826,isa,C0346647,(Neoplasms) or (cancers) (disorder),malignant neoplasm of pancreas (diagnosis)
C0006826,isa,C1140680,(Neoplasms) or (cancers) (disorder),ovarian cancer (diagnosis)
C0006826,isa,C1458156,(Neoplasms) or (cancers) (disorder),Recurrent Malignant Tumor
C0006826,isa,C0007120,(Neoplasms) or (cancers) (disorder),bronchiolo-alveolar adenocarcinoma of lung (diagnosis)
C0006826,has_associated_finding,C0391857,(Neoplasms) or (cancers) (disorder),No evidence of cancer found (situation)
C0006826,has_associated_finding,C0455471,(Neoplasms) or (cancers) (disorder),reported history of cancer
C0006826,possibly_equivalent_to,C1306459,(Neoplasms) or (cancers) (disorder),primary cancer
C0006826,has_associated_finding,C3494909,(Neoplasms) or (cancers) (disorder),No history of malignant neoplastic disease (situation)
C0006826,isa,C0280100,(Neoplasms) or (cancers) (disorder),Solid Tumor
C0006826,mapped_to,C0080032,(Neoplasms) or (cancers) (disorder),malignant pleural effusion (diagnosis)
C0006826,used_for,C0027651,(Neoplasms) or (cancers) (disorder),"neoplasm - benign, malignant, unspecified (including cysts, polyps)"
C0006826,isa,C0006142,(Neoplasms) or (cancers) (disorder),Malignant neoplasms of breast (C50)
C0006826,isa,C0024299,(Neoplasms) or (cancers) (disorder),"Malignant lymphoma, no ICD-O subtype"
C0006826,has_nichd_parent,C0007134,(Neoplasms) or (cancers) (disorder),renal cell carcinoma (diagnosis)
C0006826,has_cdrh_parent,C0024299,(Neoplasms) or (cancers) (disorder),"Malignant lymphoma, no ICD-O subtype"
C0006826,has_nichd_parent,C0024299,(Neoplasms) or (cancers) (disorder),"Malignant lymphoma, no ICD-O subtype"
C0006826,has_nichd_parent,C0025202,(Neoplasms) or (cancers) (disorder),[M]Malignant melanoma NOS or melanocarcinoma or melanoma NOS (disorder)
C0006826,nichd_parent_of,C0027651,(Neoplasms) or (cancers) (disorder),"neoplasm - benign, malignant, unspecified (including cysts, polyps)"
C0006826,has_nichd_parent,C0279530,(Neoplasms) or (cancers) (disorder),Malignant bone tumour (disorder)
C0006826,has_cdrh_parent,C0678222,(Neoplasms) or (cancers) (disorder),carcinoma of breast (diagnosis)
C0006826,has_nichd_parent,C0678222,(Neoplasms) or (cancers) (disorder),carcinoma of breast (diagnosis)
C0006902,inverse_isa,C0042384,Capillaritis (disorder),infection of the blood vessel
C0006902,associated_morphology_of,C0021368,Capillaritis (disorder),INFLAMM
C0006938,may_be_treated_by,C0018801,captopril (medication),Heart: [weak] or [failure NOS] (disorder)
C0006938,has_contraindicated_drug,C0032961,captopril (medication),female pregnancy
C0006938,may_be_prevented_by,C0149721,captopril (medication),hypertrophy of left ventricle
C0007095,clinically_associated_with,C0242379,Carcinoid tumor (disorder),malignant neoplasm of lung (diagnosis)
C0007095,isa,C0280089,Carcinoid tumor (disorder),carcinoid tumor of lung (diagnosis)
C0007095,isa,C0334299,Carcinoid tumor (disorder),Typical carcinoid
C0007095,has_associated_morphology,C0280089,Carcinoid tumor (disorder),carcinoid tumor of lung (diagnosis)
C0007097,ddx,C0041296,carcinoma (diagnosis),Tuberculosis (A15-A19)
C0007097,clinically_associated_with,C0221204,carcinoma (diagnosis),Lytic lesion (qualifier value)
C0007097,mapped_to,C0006826,carcinoma (diagnosis),(Neoplasms) or (cancers) (disorder)
C0007097,mapped_from,C0006826,carcinoma (diagnosis),(Neoplasms) or (cancers) (disorder)
C0007097,mapped_to,C0007134,carcinoma (diagnosis),renal cell carcinoma (diagnosis)
C0007097,mapped_from,C0153690,carcinoma (diagnosis),Metastasis to bone (disorder)
C0007097,mapped_to,C0600139,carcinoma (diagnosis),carcinoma of prostate gland (diagnosis)
C0007097,mapped_to,C0678222,carcinoma (diagnosis),carcinoma of breast (diagnosis)
C0007097,isa,C0007137,carcinoma (diagnosis),"Squamous cell carcinoma, no ICD-O subtype"
C0007097,inverse_isa,C0006826,carcinoma (diagnosis),(Neoplasms) or (cancers) (disorder)
C0007097,classifies,C0006826,carcinoma (diagnosis),(Neoplasms) or (cancers) (disorder)
C0007097,isa,C0205699,carcinoma (diagnosis),carcinosis
C0007097,isa,C0278987,carcinoma (diagnosis),Stage IV Non-Small Cell Lung Cancer AJCC v7
C0007097,isa,C0678222,carcinoma (diagnosis),carcinoma of breast (diagnosis)
C0007097,isa,C0699790,carcinoma (diagnosis),Colonic Carcinoma
C0007097,isa,C2239176,carcinoma (diagnosis),liver cell cancer
C0007097,inverse_isa,C1306459,carcinoma (diagnosis),primary cancer
C0007097,has_associated_morphology,C0149925,carcinoma (diagnosis),small cell carcinoma of lung (diagnosis)
C0007097,has_associated_morphology,C0279672,carcinoma (diagnosis),adenocarcinoma of cervix (diagnosis)
C0007097,has_associated_morphology,C0600139,carcinoma (diagnosis),carcinoma of prostate gland (diagnosis)
C0007097,has_associated_morphology,C0678222,carcinoma (diagnosis),carcinoma of breast (diagnosis)
C0007097,has_associated_morphology,C0699790,carcinoma (diagnosis),Colonic Carcinoma
C0007097,has_associated_morphology,C2239176,carcinoma (diagnosis),liver cell cancer
C0007097,used_for,C0027651,carcinoma (diagnosis),"neoplasm - benign, malignant, unspecified (including cysts, polyps)"
C0007097,isa,C0600139,carcinoma (diagnosis),carcinoma of prostate gland (diagnosis)
C0007102,associated_with,C0006826,Malignant neo colon NOS,(Neoplasms) or (cancers) (disorder)
C0007102,mapped_to,C0699790,Malignant neo colon NOS,Colonic Carcinoma
C0007102,mapped_to,C0021851,Malignant neo colon NOS,Large intestinal structure (body structure)
C0007102,classified_as,C0699790,Malignant neo colon NOS,Colonic Carcinoma
C0007102,ddx,C0376358,Malignant neo colon NOS,malignant tumor of prostate gland
C0007102,ddx,C1140680,Malignant neo colon NOS,ovarian cancer (diagnosis)
C0007102,clinically_associated_with,C0162316,Malignant neo colon NOS,Iron deficiency anaemia syndrome (disorder)
C0007102,clinically_associated_with,C0278061,Malignant neo colon NOS,Altered mental status (finding)
C0007102,clinically_associated_with,C1522449,Malignant neo colon NOS,Radiation therapy (procedure)
C0007102,associated_morphology_of,C1306459,Malignant neo colon NOS,primary cancer
C0007102,inverse_isa,C0006826,Malignant neo colon NOS,(Neoplasms) or (cancers) (disorder)
C0007102,finding_site_of,C0230168,Malignant neo colon NOS,Space of abdominal compartment
C0007102,associated_morphology_of,C0577559,Malignant neo colon NOS,Lump (finding)
C0007102,isa,C0699790,Malignant neo colon NOS,Colonic Carcinoma
C0007102,is_associated_anatomic_site_of,C0021853,Malignant neo colon NOS,Structure of intestine
C0007103,associated_with,C0006826,Neoplasm malig;endometrial,(Neoplasms) or (cancers) (disorder)
C0007103,is_associated_anatomic_site_of,C0042149,Neoplasm malig;endometrial,"Genital System, Female, Uterus"
C0007120,inverse_isa,C0006826,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),(Neoplasms) or (cancers) (disorder)
C0007120,inverse_isa,C0152013,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),adenocarcinoma of lung (diagnosis)
C0007120,same_as,C0152013,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),adenocarcinoma of lung (diagnosis)
C0007120,replaces,C0152013,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),adenocarcinoma of lung (diagnosis)
C0007120,is_associated_anatomic_site_of,C0024109,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),"Structure of lungs, unspecified"
C0007120,is_primary_anatomic_site_of_disease,C0024109,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),"Structure of lungs, unspecified"
C0007120,is_not_primary_anatomic_site_of_disease,C0027530,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),Collum
C0007120,is_associated_anatomic_site_of,C0230139,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),Cavity of thorax
C0007120,inverse_isa,C1306459,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),primary cancer
C0007120,inverse_isa,C1306460,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),Primary malignant neoplasm of lung (disorder)
C0007120,finding_site_of,C0024109,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),"Structure of lungs, unspecified"
C0007120,finding_site_of,C0025066,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),Mediastinal (qualifier value)
C0007120,associated_morphology_of,C0027651,bronchiolo-alveolar adenocarcinoma of lung (diagnosis),"neoplasm - benign, malignant, unspecified (including cysts, polyps)"
C0007121,ddx,C0041296,CARCINOMA BRONCHIOGENIC,Tuberculosis (A15-A19)
C0007121,used_for,C0006264,CARCINOMA BRONCHIOGENIC,NEOPL BRONCHIAL
C0007121,mapped_from,C0006264,CARCINOMA BRONCHIOGENIC,NEOPL BRONCHIAL
C0007121,is_associated_anatomic_site_of,C0006255,CARCINOMA BRONCHIOGENIC,Bronchial trunk
C0007121,is_primary_anatomic_site_of_disease,C0006255,CARCINOMA BRONCHIOGENIC,Bronchial trunk
C0007121,may_be_finding_of_disease,C0015967,CARCINOMA BRONCHIOGENIC,rndx hyperthermia
C0007121,may_be_finding_of_disease,C0019079,CARCINOMA BRONCHIOGENIC,"Hemoptysis, unspecified"
C0007121,is_associated_anatomic_site_of,C0024109,CARCINOMA BRONCHIOGENIC,"Structure of lungs, unspecified"
C0007121,is_primary_anatomic_site_of_disease,C0024109,CARCINOMA BRONCHIOGENIC,"Structure of lungs, unspecified"
C0007121,is_not_primary_anatomic_site_of_disease,C0027530,CARCINOMA BRONCHIOGENIC,Collum
C0007121,is_associated_anatomic_site_of,C0230139,CARCINOMA BRONCHIOGENIC,Cavity of thorax
C0007131,see,C0242379,non-small cell carcinoma of lung (diagnosis),malignant neoplasm of lung (diagnosis)
C0007131,clinically_associated_with,C0006826,non-small cell carcinoma of lung (diagnosis),(Neoplasms) or (cancers) (disorder)
C0007131,clinically_associated_with,C0032227,non-small cell carcinoma of lung (diagnosis),pleural effusion (diagnosis)
C0007131,clinically_associated_with,C0032285,non-small cell carcinoma of lung (diagnosis),pneumonia (diagnosis)
C0007131,inverse_isa,C1306460,non-small cell carcinoma of lung (diagnosis),Primary malignant neoplasm of lung (disorder)
C0007131,finding_site_of,C0006255,non-small cell carcinoma of lung (diagnosis),Bronchial trunk
C0007131,finding_site_of,C0024109,non-small cell carcinoma of lung (diagnosis),"Structure of lungs, unspecified"
C0007131,finding_site_of,C0025066,non-small cell carcinoma of lung (diagnosis),Mediastinal (qualifier value)
C0007131,associated_morphology_of,C0027651,non-small cell carcinoma of lung (diagnosis),"neoplasm - benign, malignant, unspecified (including cysts, polyps)"
C0007131,pathological_process_of,C0027671,non-small cell carcinoma of lung (diagnosis),PROCESSES NEOPL
C0007131,associated_morphology_of,C1306459,non-small cell carcinoma of lung (diagnosis),primary cancer
C0007131,isa,C0152013,non-small cell carcinoma of lung (diagnosis),adenocarcinoma of lung (diagnosis)
C0007131,inverse_isa,C0024121,non-small cell carcinoma of lung (diagnosis),neoplasm of lung (diagnosis)
C0007131,is_associated_anatomic_site_of,C0024109,non-small cell carcinoma of lung (diagnosis),"Structure of lungs, unspecified"
C0007131,is_primary_anatomic_site_of_disease,C0024109,non-small cell carcinoma of lung (diagnosis),"Structure of lungs, unspecified"
C0007131,is_not_primary_anatomic_site_of_disease,C0027530,non-small cell carcinoma of lung (diagnosis),Collum
C0007131,is_associated_anatomic_site_of,C0230139,non-small cell carcinoma of lung (diagnosis),Cavity of thorax
C0007131,special_category_includes_neoplasm,C0280100,non-small cell carcinoma of lung (diagnosis),Solid Tumor
C0007131,inverse_isa,C0242379,non-small cell carcinoma of lung (diagnosis),malignant neoplasm of lung (diagnosis)
C0007134,mapped_from,C0007097,renal cell carcinoma (diagnosis),carcinoma (diagnosis)
C0007134,clinically_associated_with,C0034065,renal cell carcinoma (diagnosis),Blood clots in the lung
C0007134,clinically_associated_with,C0153676,renal cell carcinoma (diagnosis),metastasis of malignant neoplasm to lung
C0007134,clinically_associated_with,C0494165,renal cell carcinoma (diagnosis),metastasis of malignant neoplasm to liver (diagnosis)
C0007134,clinically_similar,C0279702,renal cell carcinoma (diagnosis),"RENAL CELL CARCINOMA, NONPAPILLARY"
C0007134,use,C0279702,renal cell carcinoma (diagnosis),"RENAL CELL CARCINOMA, NONPAPILLARY"
C0007134,isa,C0279702,renal cell carcinoma (diagnosis),"RENAL CELL CARCINOMA, NONPAPILLARY"
C0007134,classified_as,C0279702,renal cell carcinoma (diagnosis),"RENAL CELL CARCINOMA, NONPAPILLARY"
C0007134,finding_site_of,C0022646,renal cell carcinoma (diagnosis),Nephros
C0007134,isa,C4721698,renal cell carcinoma (diagnosis),Metastatic renal cell carcinoma (disorder)
C0007134,same_as,C0279702,renal cell carcinoma (diagnosis),"RENAL CELL CARCINOMA, NONPAPILLARY"
C0007134,inverse_isa,C1306459,renal cell carcinoma (diagnosis),primary cancer
C0007134,has_associated_morphology,C0279702,renal cell carcinoma (diagnosis),"RENAL CELL CARCINOMA, NONPAPILLARY"
C0007134,has_associated_morphology,C4721698,renal cell carcinoma (diagnosis),Metastatic renal cell carcinoma (disorder)
C0007134,nichd_parent_of,C0006826,renal cell carcinoma (diagnosis),(Neoplasms) or (cancers) (disorder)
C0007134,is_associated_anatomic_site_of,C0022646,renal cell carcinoma (diagnosis),Nephros
C0007134,is_primary_anatomic_site_of_disease,C0022646,renal cell carcinoma (diagnosis),Nephros
C0007137,inverse_isa,C0007097,"Squamous cell carcinoma, no ICD-O subtype",carcinoma (diagnosis)
C0007137,clinically_associated_with,C0014860,"Squamous cell carcinoma, no ICD-O subtype",esophageal perforation (diagnosis)
C0007137,clinically_associated_with,C0015967,"Squamous cell carcinoma, no ICD-O subtype",rndx hyperthermia
C0007137,clinically_associated_with,C0019079,"Squamous cell carcinoma, no ICD-O subtype","Hemoptysis, unspecified"
C0007137,clinically_associated_with,C0026918,"Squamous cell carcinoma, no ICD-O subtype",mycobacterial infection (diagnosis)
C0007137,clinically_associated_with,C0032227,"Squamous cell carcinoma, no ICD-O subtype",pleural effusion (diagnosis)
C0007137,clinically_associated_with,C0032285,"Squamous cell carcinoma, no ICD-O subtype",pneumonia (diagnosis)
C0007137,clinically_associated_with,C0040590,"Squamous cell carcinoma, no ICD-O subtype",tracheostomy (treatment)
C0007137,clinically_associated_with,C0080032,"Squamous cell carcinoma, no ICD-O subtype",malignant pleural effusion (diagnosis)
C0007137,clinically_associated_with,C0149726,"Squamous cell carcinoma, no ICD-O subtype",lung mass (diagnosis)
C0007137,co-occurs_with,C0149736,"Squamous cell carcinoma, no ICD-O subtype",neck cervical mass (___cm)
C0007137,clinically_associated_with,C0278061,"Squamous cell carcinoma, no ICD-O subtype",Altered mental status (finding)
C0007137,clinically_associated_with,C0744345,"Squamous cell carcinoma, no ICD-O subtype",Placement of gastrostomy tube (procedure)
C0007137,clinically_associated_with,C1522449,"Squamous cell carcinoma, no ICD-O subtype",Radiation therapy (procedure)
C0007137,inverse_isa,C1306459,"Squamous cell carcinoma, no ICD-O subtype",primary cancer
C0007137,inverse_isa,C0006826,"Squamous cell carcinoma, no ICD-O subtype",(Neoplasms) or (cancers) (disorder)
C0007137,associated_morphology_of,C1302853,"Squamous cell carcinoma, no ICD-O subtype",Squamous cell carcinoma - category (morphologic abnormality)
C0007144,has_part,C0038351,the uppermost part of the stomach,"Gastrointestinal Tract, Stomach"
C0007144,sib_in_part_of,C0014871,the uppermost part of the stomach,Gastro-oesophageal junction
C0007144,sib_in_isa,C0017129,the uppermost part of the stomach,Fundus gastricus
C0007144,sib_in_part_of,C0017129,the uppermost part of the stomach,Fundus gastricus
C0007144,sib_in_isa,C0034193,the uppermost part of the stomach,Antrum
C0007144,sib_in_part_of,C0034193,the uppermost part of the stomach,Antrum
C0007144,sib_in_isa,C0034196,the uppermost part of the stomach,Pars pylorica gastricae
C0007144,sib_in_part_of,C0034196,the uppermost part of the stomach,Pars pylorica gastricae
C0007144,sib_in_isa,C0227224,the uppermost part of the stomach,Gastric wall
C0007144,sib_in_part_of,C0227224,the uppermost part of the stomach,Gastric wall
C0007144,sib_in_isa,C0227230,the uppermost part of the stomach,Corpus gastricum
C0007144,sib_in_part_of,C0227230,the uppermost part of the stomach,Corpus gastricum
C0007144,sib_in_part_of,C0227235,the uppermost part of the stomach,Gastric cavity
C0007144,sib_in_part_of,C0447513,the uppermost part of the stomach,Gastroduodenal junction (body structure)
C0007144,has_location,C0005558,the uppermost part of the stomach,Bx
C0007144,has_location,C0161019,the uppermost part of the stomach,foreign body of stomach (diagnosis)
C0007144,has_location,C0525024,the uppermost part of the stomach,Implantation of prosthetic device
C0007144,has_location,C0700124,the uppermost part of the stomach,Ectatic (qualifier value)
C0007144,used_for,C0014871,the uppermost part of the stomach,Gastro-oesophageal junction
C0007144,used_for,C0038351,the uppermost part of the stomach,"Gastrointestinal Tract, Stomach"
C0007144,continuous_with,C0017129,the uppermost part of the stomach,Fundus gastricus
C0007144,has_regional_part,C0038351,the uppermost part of the stomach,"Gastrointestinal Tract, Stomach"
C0007144,related_part,C0038351,the uppermost part of the stomach,"Gastrointestinal Tract, Stomach"
C0007144,isa,C0014871,the uppermost part of the stomach,Gastro-oesophageal junction
C0007144,inverse_isa,C0447509,the uppermost part of the stomach,Region of stomach (body structure)
C0007144,has_physical_part_of_anatomic_structure,C0038351,the uppermost part of the stomach,"Gastrointestinal Tract, Stomach"
C0007203,inverse_isa,C0087111,Cardiopulmonary resuscitation (& closed cardiac massage & ventilation) (procedure),THER
C0007301,sib_in_isa,C0006255,Cartilaginous tissue structure,Bronchial trunk
C0007301,sib_in_isa,C0018494,Cartilaginous tissue structure,Structure of hair
C0007301,sib_in_isa,C0040357,Cartilaginous tissue structure,Toe structure (body structure)
C0007301,sib_in_isa,C0040426,Cartilaginous tissue structure,Tooth structure (body structure)
C0007301,sib_in_isa,C0042449,Cartilaginous tissue structure,Venous subtree
C0007301,sib_in_isa,C0262950,Cartilaginous tissue structure,Bone structure (body structure)
C0007301,isa,C0222787,Cartilaginous tissue structure,Costal cartilage of rib
C0007301,isa,C0224498,Cartilaginous tissue structure,Meniscus structure of joint (body structure)
C0007301,has_finding_site,C0005940,Cartilaginous tissue structure,BONE DIS
C0007301,has_finding_site,C0005944,Cartilaginous tissue structure,metabolic bone disease (diagnosis)
C0007301,has_finding_site,C0027543,Cartilaginous tissue structure,avascular necrosis (diagnosis)
C0007301,has_finding_site,C0029443,Cartilaginous tissue structure,a bacterial infection of the bone or bone marrow
C0007301,has_finding_site,C0029445,Cartilaginous tissue structure,Bone necrosis (disorder)
C0007301,has_finding_site,C0029453,Cartilaginous tissue structure,osteopenia (diagnosis)
C0007301,has_finding_site,C0035086,Cartilaginous tissue structure,renal osteodystrophy (diagnosis)
C0007301,has_finding_site,C4721411,Cartilaginous tissue structure,Osteolysis (disorder)
C0007301,disease_has_primary_anatomic_site,C1704356,Cartilaginous tissue structure,Enchondroma (morphologic abnormality)
C0007430,isa,C0008310,CATH,endoscopic retrograde cholangiopancreatography (treatment)
C0007430,isa,C0027724,CATH,Percutaneous insertion of nephrostomy tube (procedure)
C0007430,isa,C0458124,CATH,Removal of central venous line (procedure)
C0007430,inverse_isa,C0021925,CATH,intubation procedures
C0007430,direct_device_of,C0085590,CATH,"Catheter, device (physical object)"
C0007430,procedure_device_of,C0085590,CATH,"Catheter, device (physical object)"
C0007430,used_by,C0085590,CATH,"Catheter, device (physical object)"
C0007439,inverse_isa,C0085590,venous reservoir,"Catheter, device (physical object)"
C0007637,use,C0205708,Inclusions,Cytoplasmic inclusion (body structure)
C0007637,inverse_isa,C0700329,Inclusions,Morph
C0007778,inverse_isa,C2678502,decortication procedure,"Decortication, NOS"
C0007778,method_of,C0728940,decortication procedure,Excisional
C0007795,inverse_isa,C0039082,Schilder's disease (diagnosis),"Cluster, Symptom"
C0007795,associated_morphology_of,C0011164,Schilder's disease (diagnosis),Tissue Degeneration
C0008031,clinically_associated_with,C0004096,thoracodynia,asthma (diagnosis)
C0008031,clinically_associated_with,C0004604,thoracodynia,back ache (diagnosis)
C0008031,ssc,C0004604,thoracodynia,back ache (diagnosis)
C0008031,clinically_associated_with,C0006277,thoracodynia,Bronchitis: [unspecified (& chest infection)] or [recurrent wheezy] (disorder)
C0008031,clinically_associated_with,C0008350,thoracodynia,gallstone disease
C0008031,ssc,C0011168,thoracodynia,dysphagia (diagnosis)
C0008031,clinically_associated_with,C0014858,thoracodynia,Esophageal motility disorder (disorder)
C0008031,clinically_associated_with,C0014868,thoracodynia,esophagitis (diagnosis)
C0008031,ssc,C0015967,thoracodynia,rndx hyperthermia
C0008031,co-occurs_with,C0017168,thoracodynia,gastroesophageal reflux disease (GERD)
C0008031,clinically_associated_with,C0018802,thoracodynia,congestive heart failure (diagnosis)
C0008031,clinically_associated_with,C0018808,thoracodynia,heart murmur on auscultation
C0008031,clinically_associated_with,C0019079,thoracodynia,"Hemoptysis, unspecified"
C0008031,clinically_associated_with,C0019209,thoracodynia,hepatomegaly (physical finding)
C0008031,clinically_associated_with,C0022671,thoracodynia,Renal transplant (procedure)
C0008031,clinically_associated_with,C0023890,thoracodynia,hepatic cirrhosis (diagnosis)
C0008031,clinically_associated_with,C0024117,thoracodynia,Chronic obstructive bronchopneumopathy
C0008031,clinically_associated_with,C0024881,thoracodynia,surgical removal of the breast
C0008031,clinically_associated_with,C0027051,thoracodynia,mies
C0008031,co-occurs_with,C0027051,thoracodynia,mies
C0008031,clinically_associated_with,C0029408,thoracodynia,Osteoarthritis (M15-M19)
C0008031,clinically_associated_with,C0030163,thoracodynia,cardiac pacemaker (treatment)
C0008031,clinically_associated_with,C0031046,thoracodynia,an inflammation of the membrane surrounding the heart
C0008031,clinically_associated_with,C0032285,thoracodynia,pneumonia (diagnosis)
C0008031,clinically_associated_with,C0034065,thoracodynia,Blood clots in the lung
C0008031,ddx,C0034065,thoracodynia,Blood clots in the lung
C0008031,clinically_associated_with,C0038454,thoracodynia,CVA - cerebrovascular accident (& unspecified [& stroke]) (disorder)
C0008031,clinically_associated_with,C0039070,thoracodynia,[D]: [fainting] or [collapse] (disorder)
C0008031,co-occurs_with,C0039070,thoracodynia,[D]: [fainting] or [collapse] (disorder)
C0008031,ssc,C0039070,thoracodynia,[D]: [fainting] or [collapse] (disorder)
C0008031,clinically_associated_with,C0085096,thoracodynia,peripheral vascular disease (diagnosis)
C0008031,co-occurs_with,C0151744,thoracodynia,Ischemic heart diseases (I20-I25)
C0008031,clinically_associated_with,C0162316,thoracodynia,Iron deficiency anaemia syndrome (disorder)
C0008031,ssc,C0231218,thoracodynia,Vague bodily discomfort (finding)
C0008031,ssc,C0235896,thoracodynia,lung; infiltrate
C0008031,clinically_associated_with,C0242379,thoracodynia,malignant neoplasm of lung (diagnosis)
C0008031,clinically_associated_with,C0729233,thoracodynia,Dsct of thoracic aorta
C0008031,classified_as,C0522051,thoracodynia,Acute chest pain (finding)
C0008031,mapped_to,C0522051,thoracodynia,Acute chest pain (finding)
C0008031,associated_with,C0030193,thoracodynia,rndx unspecified pain
C0008031,has_component,C2926613,thoracodynia,Chest pain:Find:Pt:^Patient:Ord
C0008031,related_to,C0030193,thoracodynia,rndx unspecified pain
C0008031,related_to,C0039980,thoracodynia,Injuries to the thorax (S20-S29)
C0008031,isa,C0476278,thoracodynia,[D]Anterior chest wall pain (disorder)
C0008031,associated_finding_of,C1457887,thoracodynia,Symptom (administrative concept)
C0008031,measures,C2926613,thoracodynia,Chest pain:Find:Pt:^Patient:Ord
C0008031,inverse_isa,C0030193,thoracodynia,rndx unspecified pain
C0008031,inverse_isa,C4021797,thoracodynia,Abnormality of the chest
C0008031,isa,C0004604,thoracodynia,back ache (diagnosis)
C0008031,isa,C0522051,thoracodynia,Acute chest pain (finding)
C0008031,has_associated_finding,C4512001,thoracodynia,History of chest pain (situation)
C0008031,cdrh_parent_of,C0030193,thoracodynia,rndx unspecified pain
C0008031,disease_may_have_finding,C2984900,thoracodynia,"PHEOCHROMOCYTOMA, COMPLEX, MALIGNANT"
C0008034,inverse_isa,C0025080,Chest drain (physical object),"Hospital, medical AND/OR surgical equipment (physical device) (physical object)"
C0008034,inverse_isa,C0175730,Chest drain (physical object),Tube Device
C0008034,inverse_isa,C2607832,Chest drain (physical object),Surgical drain (physical object)
C0008034,has_direct_device,C0189476,Chest drain (physical object),chest tube insertion (treatment)
C0008049,mapped_to,C0042769,Varicella infection (disorder),Viral: [infection NOS] or [illness] (disorder)
C0008049,related_to,C0042769,Varicella infection (disorder),Viral: [infection NOS] or [illness] (disorder)
C0008049,isa,C0339971,Varicella infection (disorder),varicella pneumonia (diagnosis)
C0008049,associated_morphology_of,C0041834,Varicella infection (disorder),Erythema of skin (finding)
C0008049,causative_agent_of,C0042776,Varicella infection (disorder),"Viruses, General"
C0008049,occurs_after,C0276248,Varicella infection (disorder),Disseminated zoster (disorder)
C0008049,pathological_process_of,C0745283,Varicella infection (disorder),Infectious process (qualifier value)
C0008049,mapped_from,C0339971,Varicella infection (disorder),varicella pneumonia (diagnosis)
C0008114,has_physical_part_of_anatomic_structure,C0024687,Structure of mental region of face,Inferior Maxillary Bone
C0008148,associated_with,C0004623,chlamydia bacteria,bacterial infection (diagnosis)
C0008310,direct_procedure_site_of,C0030274,endoscopic retrograde cholangiopancreatography (treatment),Structure of pancreas
C0008310,procedure_site_of,C0030274,endoscopic retrograde cholangiopancreatography (treatment),Structure of pancreas
C0008310,method_of,C0457276,endoscopic retrograde cholangiopancreatography (treatment),radiographic imaging
C0008310,method_of,C1261322,endoscopic retrograde cholangiopancreatography (treatment),Inv
C0008310,inverse_isa,C0007430,endoscopic retrograde cholangiopancreatography (treatment),CATH
C0008310,procedure_site_of,C0005423,endoscopic retrograde cholangiopancreatography (treatment),Biliary apparatus
C0008310,direct_device_of,C0085590,endoscopic retrograde cholangiopancreatography (treatment),"Catheter, device (physical object)"
C0008320,procedure_site_of,C0016976,surgical removal of the gallbladder,Gallenblase
C0008320,method_of,C0728940,surgical removal of the gallbladder,Excisional
C0008320,location_of,C0016976,surgical removal of the gallbladder,Gallenblase
C0008320,associated_with,C0728940,surgical removal of the gallbladder,Excisional
C0008320,clinically_associated_with,C0008350,surgical removal of the gallbladder,gallstone disease
C0008320,co-occurs_with,C0008350,surgical removal of the gallbladder,gallstone disease
C0008320,clinically_associated_with,C0022346,surgical removal of the gallbladder,Jaundice (disorder)
C0008320,clinically_associated_with,C0022661,surgical removal of the gallbladder,End stage renal failure (disorder)
C0008320,co-occurs_with,C0030600,surgical removal of the gallbladder,Partial gastrectomy (procedure)
C0008320,co-occurs_with,C0037995,surgical removal of the gallbladder,splenectomy (treatment)
C0008320,inverse_isa,C1510711,surgical removal of the gallbladder,Abdominal Surgical Procedure
C0008320,excised_anatomy_has_procedure,C0016976,surgical removal of the gallbladder,Gallenblase
C0008320,target_anatomy_has_procedure,C0230168,surgical removal of the gallbladder,Space of abdominal compartment
C0008320,direct_procedure_site_of,C0016976,surgical removal of the gallbladder,Gallenblase
C0008320,procedure_site_of,C0000726,surgical removal of the gallbladder,Abdominal structure (body structure)
C0008350,classified_as,C0947622,gallstone disease,GALL BLADDER STONES
C0008350,clinically_associated_with,C0008031,gallstone disease,thoracodynia
C0008350,clinically_associated_with,C0008320,gallstone disease,surgical removal of the gallbladder
C0008350,co-occurs_with,C0008320,gallstone disease,surgical removal of the gallbladder
C0008350,clinically_associated_with,C0022346,gallstone disease,Jaundice (disorder)
C0008350,clinically_associated_with,C0032285,gallstone disease,pneumonia (diagnosis)
C0008350,use,C0947622,gallstone disease,GALL BLADDER STONES
C0008350,location_of,C0016976,gallstone disease,Gallenblase
C0008350,same_as,C0947622,gallstone disease,GALL BLADDER STONES
C0008350,possibly_equivalent_to,C0947622,gallstone disease,GALL BLADDER STONES
